reseau,agence,agence_ville,agence_cp,ville_cible,cp_cible,population,distance_km
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Gilly-sur-Isère,73200,3149,1.5
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Grignon,73200,2099,2.1
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Albertville,73200,19978,3.4
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Tournon,73460,569,3.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Pallud,73200,784,4.1
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Mercury,73200,3495,4.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Monthion,73200,520,4.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Notre-Dame-des-Millières,73460,988,5.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Esserts-Blay,73540,755,5.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Frontenex,73460,1912,5.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Venthon,73200,606,5.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Allondaz,73200,298,5.7
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Verrens-Arvey,73460,959,5.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Césarches,73200,441,6.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Plancherine,73200,471,6.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Saint-Vital,73460,767,6.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Thénésol,73200,326,6.5
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Sainte-Hélène-sur-Isère,73460,1248,6.9
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Cléry,73460,367,7.5
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Tours-en-Savoie,73790,945,7.5
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Marthod,73400,1346,8.3
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Saint-Paul-sur-Isère,73730,543,8.7
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Bonvillard,73460,351,8.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Montailleur,73460,671,9.3
TransakAuto,Agence ALBERTVILLE,Albertville,73200,La Bâthie,73540,2176,9.4
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Queige,73720,904,9.5
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Faverges-Seythenex,74210,7545,10.3
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Rognaix,73730,479,10.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Val de Chaise,74210,1384,11.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Bonvillaret,73220,154,11.4
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Grésy-sur-Isère,73460,1195,11.4
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Cevins,73730,706,11.5
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Jarsy,73630,255,12.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Giez,74210,570,12.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Aiton,73220,1874,12.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Villard-sur-Doron,73270,702,13.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Val-d'Arc,73220,2026,13.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Ugine,73400,7154,14.1
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Montsapey,73220,85,14.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Fréterive,73250,640,14.4
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Saint-Ferréol,74210,874,14.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Bourgneuf,73390,656,14.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,École,73630,305,14.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Chevaline,74210,181,14.8
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Cohennoz,73400,137,15.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Doucy-en-Bauges,73630,94,15.4
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Montgilbert,73220,114,15.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Chamousset,73390,621,16.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Le Bouchet-Mont-Charvin,74230,245,16.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Doussard,74210,3751,16.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Serraval,74230,758,16.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,La Léchère,73260,2538,16.7
TransakAuto,Agence ALBERTVILLE,Albertville,73200,La Compôte,73630,273,17.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Saint-Georges-d'Hurtières,73220,410,17.9
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Crest-Voland,73590,346,18.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Montendry,73390,49,18.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Chamoux-sur-Gelon,73390,966,18.1
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Sainte-Reine,73630,177,18.2
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Lathuile,74210,1105,18.3
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Argentine,73220,959,18.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Beaufort,73270,1989,18.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Saint-Pierre-d'Albigny,73250,4217,18.6
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Châteauneuf,73390,901,19.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Le Châtelard,73630,686,19.0
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Bellecombe-en-Bauges,73340,793,19.3
TransakAuto,Agence ALBERTVILLE,Albertville,73200,La Motte-en-Bauges,73340,539,19.3
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Entrevernes,74410,191,19.4
TransakAuto,Agence ALBERTVILLE,Albertville,73200,Grand-Aigueblanche,73260,3780,19.8
TransakAuto,Agence ALBI,Puygouzon,81990,Saliès,81990,806,1.9
TransakAuto,Agence ALBI,Puygouzon,81990,Puygouzon,81120,3548,3.2
TransakAuto,Agence ALBI,Puygouzon,81990,Albi,81000,51290,3.8
TransakAuto,Agence ALBI,Puygouzon,81990,Carlus,81990,664,3.9
TransakAuto,Agence ALBI,Puygouzon,81990,Le Sequestre,81990,2025,4.1
TransakAuto,Agence ALBI,Puygouzon,81990,Lamillarié,81120,517,4.8
TransakAuto,Agence ALBI,Puygouzon,81990,Poulan-Pouzols,81120,478,5.8
TransakAuto,Agence ALBI,Puygouzon,81990,Rouffiac,81150,639,6.4
TransakAuto,Agence ALBI,Puygouzon,81990,Cambon,81990,2127,6.7
TransakAuto,Agence ALBI,Puygouzon,81990,Fréjairolles,81990,1351,6.7
TransakAuto,Agence ALBI,Puygouzon,81990,Cunac,81990,1626,7.1
TransakAuto,Agence ALBI,Puygouzon,81990,Terssac,81150,1195,7.1
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Juéry,81160,6564,7.6
TransakAuto,Agence ALBI,Puygouzon,81990,Lescure-d'Albigeois,81380,4590,7.8
TransakAuto,Agence ALBI,Puygouzon,81990,Dénat,81120,864,7.9
TransakAuto,Agence ALBI,Puygouzon,81990,Castelnau-de-Lévis,81150,1603,8.1
TransakAuto,Agence ALBI,Puygouzon,81990,Orban,81120,351,8.8
TransakAuto,Agence ALBI,Puygouzon,81990,Lombers,81120,1080,9.0
TransakAuto,Agence ALBI,Puygouzon,81990,Fénols,81600,244,9.3
TransakAuto,Agence ALBI,Puygouzon,81990,Marssac-sur-Tarn,81150,3518,9.5
TransakAuto,Agence ALBI,Puygouzon,81990,Arthès,81160,2528,9.7
TransakAuto,Agence ALBI,Puygouzon,81990,Cagnac-les-Mines,81130,2621,9.7
TransakAuto,Agence ALBI,Puygouzon,81990,Aussac,81600,255,9.9
TransakAuto,Agence ALBI,Puygouzon,81990,Mouzieys-Teulet,81430,467,10.0
TransakAuto,Agence ALBI,Puygouzon,81990,Florentin,81150,762,10.1
TransakAuto,Agence ALBI,Puygouzon,81990,Sainte-Croix,81150,417,10.2
TransakAuto,Agence ALBI,Puygouzon,81990,Bellegarde-Marsal,81430,690,10.3
TransakAuto,Agence ALBI,Puygouzon,81990,Sieurac,81120,256,10.7
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Grégoire,81350,478,10.9
TransakAuto,Agence ALBI,Puygouzon,81990,Fauch,81120,619,11.1
TransakAuto,Agence ALBI,Puygouzon,81990,Bernac,81150,186,11.4
TransakAuto,Agence ALBI,Puygouzon,81990,Le Garric,81450,1302,11.8
TransakAuto,Agence ALBI,Puygouzon,81990,Castanet,81150,210,12.5
TransakAuto,Agence ALBI,Puygouzon,81990,Laboutarie,81120,521,12.6
TransakAuto,Agence ALBI,Puygouzon,81990,Lasgraisses,81300,559,12.6
TransakAuto,Agence ALBI,Puygouzon,81990,Labastide-de-Lévis,81150,971,12.7
TransakAuto,Agence ALBI,Puygouzon,81990,Taïx,81130,553,12.8
TransakAuto,Agence ALBI,Puygouzon,81990,Lagrave,81150,2305,13.0
TransakAuto,Agence ALBI,Puygouzon,81990,Crespinet,81350,182,13.1
TransakAuto,Agence ALBI,Puygouzon,81990,Mailhoc,81130,304,13.1
TransakAuto,Agence ALBI,Puygouzon,81990,Saussenac,81350,632,13.3
TransakAuto,Agence ALBI,Puygouzon,81990,Réalmont,81120,3561,13.5
TransakAuto,Agence ALBI,Puygouzon,81990,Terre-de-Bancalié,81120,1725,13.7
TransakAuto,Agence ALBI,Puygouzon,81990,Villefranche-d'Albigeois,81430,1224,13.7
TransakAuto,Agence ALBI,Puygouzon,81990,Cadalen,81600,1547,14.3
TransakAuto,Agence ALBI,Puygouzon,81990,Montdragon,81440,614,14.5
TransakAuto,Agence ALBI,Puygouzon,81990,Labessière-Candeil,81300,710,14.7
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Genest-de-Contest,81440,282,14.9
TransakAuto,Agence ALBI,Puygouzon,81990,Rivières,81600,1061,15.0
TransakAuto,Agence ALBI,Puygouzon,81990,Valderiès,81350,827,15.0
TransakAuto,Agence ALBI,Puygouzon,81990,Blaye-les-Mines,81400,2902,15.1
TransakAuto,Agence ALBI,Puygouzon,81990,Fayssac,81150,354,15.3
TransakAuto,Agence ALBI,Puygouzon,81990,Labastide-Gabausse,81400,547,15.5
TransakAuto,Agence ALBI,Puygouzon,81990,Villeneuve-sur-Vère,81130,528,15.5
TransakAuto,Agence ALBI,Puygouzon,81990,Sérénac,81350,504,16.0
TransakAuto,Agence ALBI,Puygouzon,81990,Cestayrols,81150,455,16.3
TransakAuto,Agence ALBI,Puygouzon,81990,Teillet,81120,458,16.4
TransakAuto,Agence ALBI,Puygouzon,81990,Rosières,81400,716,16.5
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Julien-du-Puy,81440,447,16.7
TransakAuto,Agence ALBI,Puygouzon,81990,Senouillac,81600,1123,16.7
TransakAuto,Agence ALBI,Puygouzon,81990,Andouque,81350,383,16.8
TransakAuto,Agence ALBI,Puygouzon,81990,Combefa,81640,206,17.4
TransakAuto,Agence ALBI,Puygouzon,81990,Carmaux,81400,9872,17.5
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Benoît-de-Carmaux,81400,2056,17.6
TransakAuto,Agence ALBI,Puygouzon,81990,Vénès,81440,718,17.9
TransakAuto,Agence ALBI,Puygouzon,81990,Brens,81600,2423,18.0
TransakAuto,Agence ALBI,Puygouzon,81990,Milhavet,81130,102,18.0
TransakAuto,Agence ALBI,Puygouzon,81990,Virac,81640,252,18.1
TransakAuto,Agence ALBI,Puygouzon,81990,Noailles,81170,205,18.2
TransakAuto,Agence ALBI,Puygouzon,81990,Técou,81600,1103,18.4
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Julien-Gaulène,81340,220,18.8
TransakAuto,Agence ALBI,Puygouzon,81990,Ambialet,81430,471,18.9
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Cirgue,81340,224,19.1
TransakAuto,Agence ALBI,Puygouzon,81990,Saint-Jean-de-Marcel,81350,385,19.3
TransakAuto,Agence ALBI,Puygouzon,81990,Graulhet,81300,13129,19.7
TransakAuto,Agence ALENCON,Alençon,61000,Alençon,61000,25490,1.2
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Germain-du-Corbéis,61000,3636,2.0
TransakAuto,Agence ALENCON,Alençon,61000,Damigny,61250,2446,2.3
TransakAuto,Agence ALENCON,Alençon,61000,Condé-sur-Sarthe,61250,2494,3.2
TransakAuto,Agence ALENCON,Alençon,61000,Lonrai,61250,1062,3.7
TransakAuto,Agence ALENCON,Alençon,61000,Arçonnay,72610,1902,4.0
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Paterne - Le Chevain,72610,2076,4.0
TransakAuto,Agence ALENCON,Alençon,61000,Cerisé,61000,844,4.4
TransakAuto,Agence ALENCON,Alençon,61000,Héloup,61250,899,4.7
TransakAuto,Agence ALENCON,Alençon,61000,Valframbert,61250,1678,4.8
TransakAuto,Agence ALENCON,Alençon,61000,Colombiers,61250,336,5.2
TransakAuto,Agence ALENCON,Alençon,61000,Champfleur,72610,1282,6.1
TransakAuto,Agence ALENCON,Alençon,61000,Mieuxcé,61250,617,6.3
TransakAuto,Agence ALENCON,Alençon,61000,Pacé,61250,404,6.4
TransakAuto,Agence ALENCON,Alençon,61000,Bérus,72610,435,6.4
TransakAuto,Agence ALENCON,Alençon,61000,Chenay,72610,255,6.6
TransakAuto,Agence ALENCON,Alençon,61000,Cuissai,61250,436,7.0
TransakAuto,Agence ALENCON,Alençon,61000,Béthon,72610,323,7.5
TransakAuto,Agence ALENCON,Alençon,61000,Semallé,61250,379,7.6
TransakAuto,Agence ALENCON,Alençon,61000,La Ferrière-Bochard,61420,709,8.4
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Denis-sur-Sarthon,61420,1055,8.6
TransakAuto,Agence ALENCON,Alençon,61000,Écouves,61250,1663,9.0
TransakAuto,Agence ALENCON,Alençon,61000,Gesnes-le-Gandelin,72130,879,9.0
TransakAuto,Agence ALENCON,Alençon,61000,Moulins-le-Carbonnel,72130,697,9.3
TransakAuto,Agence ALENCON,Alençon,61000,Oisseau-le-Petit,72610,671,9.4
TransakAuto,Agence ALENCON,Alençon,61000,Larré,61250,459,9.6
TransakAuto,Agence ALENCON,Alençon,61000,Chérisay,72610,303,9.6
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Céneri-le-Gérei,61250,110,9.8
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Nicolas-des-Bois,61250,285,9.8
TransakAuto,Agence ALENCON,Alençon,61000,Bourg-le-Roi,72610,325,10.5
TransakAuto,Agence ALENCON,Alençon,61000,Ancinnes,72610,895,10.8
TransakAuto,Agence ALENCON,Alençon,61000,Ravigny,53370,232,10.9
TransakAuto,Agence ALENCON,Alençon,61000,Hauterive,61250,457,11.0
TransakAuto,Agence ALENCON,Alençon,61000,Ménil-Erreux,61250,204,11.4
TransakAuto,Agence ALENCON,Alençon,61000,L'Orée-d'Écouves,61320,709,11.6
TransakAuto,Agence ALENCON,Alençon,61000,Villeneuve-en-Perseigne,72600,2174,11.9
TransakAuto,Agence ALENCON,Alençon,61000,Fyé,72610,1013,12.0
TransakAuto,Agence ALENCON,Alençon,61000,La Roche-Mabile,61420,164,12.5
TransakAuto,Agence ALENCON,Alençon,61000,Gandelain,61420,408,12.7
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Gervais-du-Perron,61500,341,12.8
TransakAuto,Agence ALENCON,Alençon,61000,Livet-en-Saosnois,72610,63,13.0
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Victeur,72130,432,13.0
TransakAuto,Agence ALENCON,Alençon,61000,Le Ménil-Broût,61250,177,13.3
TransakAuto,Agence ALENCON,Alençon,61000,Neuilly-le-Bisson,61250,276,13.3
TransakAuto,Agence ALENCON,Alençon,61000,Champfrémont,53370,282,13.4
TransakAuto,Agence ALENCON,Alençon,61000,Neufchâtel-en-Saosnois,72600,1003,13.7
TransakAuto,Agence ALENCON,Alençon,61000,Louvigny,72600,178,13.8
TransakAuto,Agence ALENCON,Alençon,61000,Rouessé-Fontaine,72610,261,14.0
TransakAuto,Agence ALENCON,Alençon,61000,Assé-le-Boisne,72130,881,14.1
TransakAuto,Agence ALENCON,Alençon,61000,Le Bouillon,61500,167,14.2
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Pierre-des-Nids,53370,1748,14.7
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Léonard-des-Bois,72130,471,14.9
TransakAuto,Agence ALENCON,Alençon,61000,Bursard,61500,199,15.3
TransakAuto,Agence ALENCON,Alençon,61000,Lalacelle,61320,263,15.4
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Rémy-du-Val,72600,493,15.5
TransakAuto,Agence ALENCON,Alençon,61000,Grandchamp,72610,137,15.6
TransakAuto,Agence ALENCON,Alençon,61000,Sougé-le-Ganelon,72130,826,15.6
TransakAuto,Agence ALENCON,Alençon,61000,Boulay-les-Ifs,53370,136,15.7
TransakAuto,Agence ALENCON,Alençon,61000,La Ferrière-Béchet,61500,245,15.7
TransakAuto,Agence ALENCON,Alençon,61000,Tanville,61500,227,15.7
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Ouen-de-Mimbré,72130,901,16.0
TransakAuto,Agence ALENCON,Alençon,61000,La Chapelle-près-Sées,61500,492,16.2
TransakAuto,Agence ALENCON,Alençon,61000,Les Ventes-de-Bourse,61170,148,16.3
TransakAuto,Agence ALENCON,Alençon,61000,Fresnay-sur-Sarthe,72130,2928,16.3
TransakAuto,Agence ALENCON,Alençon,61000,Thoiré-sous-Contensor,72610,111,16.4
TransakAuto,Agence ALENCON,Alençon,61000,Louzes,72600,103,16.5
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Ellier-les-Bois,61320,254,16.7
TransakAuto,Agence ALENCON,Alençon,61000,Neauphe-sous-Essai,61500,210,16.9
TransakAuto,Agence ALENCON,Alençon,61000,Villaines-la-Carelle,72600,132,16.9
TransakAuto,Agence ALENCON,Alençon,61000,Rouperroux,61320,174,17.2
TransakAuto,Agence ALENCON,Alençon,61000,Essay,61500,556,17.3
TransakAuto,Agence ALENCON,Alençon,61000,Ciral,61320,409,17.8
TransakAuto,Agence ALENCON,Alençon,61000,Les Mées,72260,103,17.9
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Paul-le-Gaultier,72130,285,18.2
TransakAuto,Agence ALENCON,Alençon,61000,Chérancé,72170,353,18.3
TransakAuto,Agence ALENCON,Alençon,61000,Aillières-Beauvoir,72600,200,18.4
TransakAuto,Agence ALENCON,Alençon,61000,Vezot,72600,75,18.4
TransakAuto,Agence ALENCON,Alençon,61000,Piacé,72170,370,18.7
TransakAuto,Agence ALENCON,Alençon,61000,Gesvres,53370,539,18.9
TransakAuto,Agence ALENCON,Alençon,61000,Le Cercueil,61500,145,18.9
TransakAuto,Agence ALENCON,Alençon,61000,Saint-Léger-sur-Sarthe,61170,320,19.1
TransakAuto,Agence ALENCON,Alençon,61000,Blèves,72600,128,19.1
TransakAuto,Agence ALENCON,Alençon,61000,La Lande-de-Goult,61320,182,19.5
TransakAuto,Agence ALENCON,Alençon,61000,Les Aulneaux,72600,111,19.5
TransakAuto,Agence ALENCON,Alençon,61000,Douillet,72130,319,19.6
TransakAuto,Agence ALENCON,Alençon,61000,Panon,72600,33,19.6
TransakAuto,Agence ALENCON,Alençon,61000,Saosnes,72600,216,19.7
TransakAuto,Agence ALENCON,Alençon,61000,Chahains,61320,81,19.9
TransakAuto,Agence ALES,Bagard,30140,Saint-Christol-lez-Alès,30380,7310,0.6
TransakAuto,Agence ALES,Bagard,30140,Bagard,30140,2605,2.0
TransakAuto,Agence ALES,Bagard,30140,Boisset-et-Gaujac,30140,2707,4.2
TransakAuto,Agence ALES,Bagard,30140,Ribaute-les-Tavernes,30720,2040,4.4
TransakAuto,Agence ALES,Bagard,30140,Saint-Jean-du-Pin,30140,1508,4.4
TransakAuto,Agence ALES,Bagard,30140,Saint-Hilaire-de-Brethmas,30560,4670,5.0
TransakAuto,Agence ALES,Bagard,30140,Alès,30100,46125,5.6
TransakAuto,Agence ALES,Bagard,30140,Générargues,30140,727,5.6
TransakAuto,Agence ALES,Bagard,30140,Vézénobres,30360,1865,6.5
TransakAuto,Agence ALES,Bagard,30140,Massanes,30350,184,7.2
TransakAuto,Agence ALES,Bagard,30140,Saint-Sébastien-d'Aigrefeuille,30140,513,7.2
TransakAuto,Agence ALES,Bagard,30140,Cardet,30350,933,7.4
TransakAuto,Agence ALES,Bagard,30140,Lézan,30350,1561,7.4
TransakAuto,Agence ALES,Bagard,30140,Anduze,30140,3391,7.5
TransakAuto,Agence ALES,Bagard,30140,Deaux,30360,638,7.5
TransakAuto,Agence ALES,Bagard,30140,Méjannes-lès-Alès,30340,1243,7.5
TransakAuto,Agence ALES,Bagard,30140,Massillargues-Attuech,30140,672,7.7
TransakAuto,Agence ALES,Bagard,30140,Cassagnoles,30350,457,8.2
TransakAuto,Agence ALES,Bagard,30140,Cendras,30480,1599,8.6
TransakAuto,Agence ALES,Bagard,30140,Saint-Privat-des-Vieux,30340,5703,8.7
TransakAuto,Agence ALES,Bagard,30140,Monteils,30360,692,9.5
TransakAuto,Agence ALES,Bagard,30140,Tornac,30140,945,9.6
TransakAuto,Agence ALES,Bagard,30140,Ners,30360,830,9.7
TransakAuto,Agence ALES,Bagard,30140,Saint-Étienne-de-l'Olm,30360,379,9.7
TransakAuto,Agence ALES,Bagard,30140,Saint-Martin-de-Valgalgues,30520,4840,9.7
TransakAuto,Agence ALES,Bagard,30140,Maruéjols-lès-Gardon,30350,259,9.8
TransakAuto,Agence ALES,Bagard,30140,Saint-Jean-de-Serres,30350,542,9.9
TransakAuto,Agence ALES,Bagard,30140,Martignargues,30360,439,10.2
TransakAuto,Agence ALES,Bagard,30140,Mons,30340,1813,10.3
TransakAuto,Agence ALES,Bagard,30140,Lédignan,30350,1516,10.7
TransakAuto,Agence ALES,Bagard,30140,Saint-Hippolyte-de-Caton,30360,284,10.9
TransakAuto,Agence ALES,Bagard,30140,Canaules-et-Argentières,30350,475,11.1
TransakAuto,Agence ALES,Bagard,30140,Thoiras-Corbès,30140,607,11.2
TransakAuto,Agence ALES,Bagard,30140,Saint-Bénézet,30350,290,11.3
TransakAuto,Agence ALES,Bagard,30140,Saint-Paul-la-Coste,30480,324,11.3
TransakAuto,Agence ALES,Bagard,30140,Mialet,30140,628,11.4
TransakAuto,Agence ALES,Bagard,30140,Soustelle,30110,119,11.4
TransakAuto,Agence ALES,Bagard,30140,Saint-Nazaire-des-Gardies,30610,80,11.6
TransakAuto,Agence ALES,Bagard,30140,Saint-Césaire-de-Gauzignan,30360,391,12.0
TransakAuto,Agence ALES,Bagard,30140,Salindres,30340,3648,12.1
TransakAuto,Agence ALES,Bagard,30140,Savignargues,30350,238,12.5
TransakAuto,Agence ALES,Bagard,30140,Cruviers-Lascours,30360,707,12.6
TransakAuto,Agence ALES,Bagard,30140,Saint-Félix-de-Pallières,30140,194,12.6
TransakAuto,Agence ALES,Bagard,30140,Les Salles-du-Gardon,30110,2395,13.0
TransakAuto,Agence ALES,Bagard,30140,Saint-Julien-les-Rosiers,30340,3533,13.1
TransakAuto,Agence ALES,Bagard,30140,Boucoiran-et-Nozières,30190,991,13.3
TransakAuto,Agence ALES,Bagard,30140,Saint-Jean-de-Ceyrargues,30360,168,13.3
TransakAuto,Agence ALES,Bagard,30140,Saint-Jean-de-Crieulon,30610,264,13.3
TransakAuto,Agence ALES,Bagard,30140,Servas,30340,219,13.3
TransakAuto,Agence ALES,Bagard,30140,Les Plans,30340,292,13.6
TransakAuto,Agence ALES,Bagard,30140,Durfort-et-Saint-Martin-de-Sossenac,30170,756,13.7
TransakAuto,Agence ALES,Bagard,30140,Aigremont,30350,782,13.9
TransakAuto,Agence ALES,Bagard,30140,Euzet,30360,510,13.9
TransakAuto,Agence ALES,Bagard,30140,Saint-Just-et-Vacquières,30580,325,14.0
TransakAuto,Agence ALES,Bagard,30140,Domessargues,30350,782,14.3
TransakAuto,Agence ALES,Bagard,30140,Fressac,30170,163,14.5
TransakAuto,Agence ALES,Bagard,30140,Logrian-Florian,30610,270,14.8
TransakAuto,Agence ALES,Bagard,30140,Rousson,30340,4456,14.8
TransakAuto,Agence ALES,Bagard,30140,Saint-Maurice-de-Cazevieille,30360,753,14.9
TransakAuto,Agence ALES,Bagard,30140,Puechredon,30610,49,15.0
TransakAuto,Agence ALES,Bagard,30140,Brignon,30190,701,15.1
TransakAuto,Agence ALES,Bagard,30140,Laval-Pradel,30110,1125,15.1
TransakAuto,Agence ALES,Bagard,30140,Saint-Jean-du-Gard,30270,2586,15.1
TransakAuto,Agence ALES,Bagard,30140,Saint-Théodorit,30260,553,15.1
TransakAuto,Agence ALES,Bagard,30140,Lamelouze,30110,139,15.3
TransakAuto,Agence ALES,Bagard,30140,Vabres,30460,139,15.4
TransakAuto,Agence ALES,Bagard,30140,Sainte-Croix-de-Caderle,30460,97,15.7
TransakAuto,Agence ALES,Bagard,30140,Mauressargues,30350,188,15.9
TransakAuto,Agence ALES,Bagard,30140,Saint-Bonnet-de-Salendrinque,30460,129,15.9
TransakAuto,Agence ALES,Bagard,30140,Castelnau-Valence,30190,469,16.2
TransakAuto,Agence ALES,Bagard,30140,Brouzet-lès-Alès,30580,670,16.3
TransakAuto,Agence ALES,Bagard,30140,La Grand-Combe,30110,4783,16.6
TransakAuto,Agence ALES,Bagard,30140,Navacelles,30580,317,16.6
TransakAuto,Agence ALES,Bagard,30140,Baron,30700,337,16.8
TransakAuto,Agence ALES,Bagard,30140,Saint-Martin-de-Boubaux,48160,196,16.8
TransakAuto,Agence ALES,Bagard,30140,Monoblet,30170,787,17.2
TransakAuto,Agence ALES,Bagard,30140,Montagnac,30350,249,17.2
TransakAuto,Agence ALES,Bagard,30140,Moussac,30190,1564,17.5
TransakAuto,Agence ALES,Bagard,30140,Lasalle,30460,1202,17.6
TransakAuto,Agence ALES,Bagard,30140,Moulézan,30350,637,17.8
TransakAuto,Agence ALES,Bagard,30140,Sauve,30610,1988,17.8
TransakAuto,Agence ALES,Bagard,30140,Bragassargues,30260,169,17.9
TransakAuto,Agence ALES,Bagard,30140,Sauzet,30190,853,17.9
TransakAuto,Agence ALES,Bagard,30140,Branoux-les-Taillades,30110,1278,18.0
TransakAuto,Agence ALES,Bagard,30140,Quissac,30260,3528,18.2
TransakAuto,Agence ALES,Bagard,30140,Saint-Jean-de-Valériscle,30960,589,18.2
TransakAuto,Agence ALES,Bagard,30140,Saint-Florent-sur-Auzonnet,30960,1218,18.3
TransakAuto,Agence ALES,Bagard,30140,Saint-Dézéry,30190,457,18.4
TransakAuto,Agence ALES,Bagard,30140,Seynes,30580,180,18.4
TransakAuto,Agence ALES,Bagard,30140,Saint-Julien-de-Cassagnas,30500,734,18.5
TransakAuto,Agence ALES,Bagard,30140,Cannes-et-Clairan,30260,617,18.8
