ville,cp,population,distance_km,reseau_plus_proche,agence_plus_proche,nb_agences_a_20km
Autreville-sur-Moselle,54380,264,12.3,TransakAuto,Agence METZ,1
Crastes,32270,264,12.8,TransakAuto,Agence AUCH,1
Melleville,76260,264,12.8,TransakAuto,"Agence MONS, BELGIQUE",1
Saint-Jean-de-Crieulon,30610,264,13.3,TransakAuto,Agence ALES,1
Bailleul-aux-Cornailles,62127,264,16.3,TransakAuto,Agence BETHUNE,1
Saint-Germain-sur-Renon,01240,264,16.9,AgenceAuto,bourg-en-bresse,2
Aix-en-Issart,62170,264,16.9,TransakAuto,Agence LE TOUQUET,1
Les Baux-de-Provence,13520,264,17.6,TransakAuto,Agence ARLES,1
Chambolle-Musigny,21220,264,17.8,TransakAuto,Agence DIJON,3
Richeville,27420,264,17.8,TransakAuto,Agence GISORS,3
Villemardy,41100,264,17.9,TransakAuto,Agence BLOIS,1
Saint-Martin-d'Hardinghem,62560,264,17.9,Simplicicar,saint-omer,1
La Force,11270,264,18.2,TransakAuto,Agence CARCASSONNE,2
Le Catelier,76590,264,18.4,TransakAuto,Agence DIEPPE,1
Grossouvre,18600,264,19.8,AgenceAuto,nevers,1
Saint-Étienne-de-Valoux,07340,263,6.6,TransakAuto,Agence DAVEZIEUX,1
Franey,25170,263,7.7,Simplicicar,besancon,4
Rainans,39290,263,8.3,AgenceAuto,dole,1
Saisseval,80540,263,9.3,AgenceAuto,amiens,2
Calmoutier,70240,263,9.6,AgenceAuto,vesoul,1
Argelos,64450,263,9.7,Simplicicar,pau,2
Beauvois-en-Vermandois,02590,263,12.2,AgenceAuto,saint-quentin,2
Forgès,19380,263,12.9,AgenceAuto,tulle,1
Astugue,65200,263,13.3,TransakAuto,Agence TARBES,1
Villeret,02420,263,13.9,AgenceAuto,saint-quentin,2
Saint-Laurent-du-Bois,33540,263,14.3,TransakAuto,Agence LANGON,1
Lalacelle,61320,263,15.4,TransakAuto,Agence ALENCON,1
Charbonnières,28330,263,18.0,AgenceAuto,nogent-le-rotrou,1
Razengues,32600,263,18.2,AgenceAuto,toulouse-fontenilles,1
Friedolsheim,67490,263,18.3,TransakAuto,Agence STRASBOURG NORD,1
L'Écaille,08300,263,19.1,TransakAuto,Agence REIMS,1
Brossainc,07340,262,8.2,TransakAuto,Agence DAVEZIEUX,1
Artassenx,40090,262,8.7,TransakAuto,Agence MONT DE MARSAN,1
Joyeux,01800,262,9.1,Simplicicar,meximieux,2
Brignancourt,95640,262,11.7,AgenceAuto,cergy-pontoise,3
Buissoncourt,54110,262,12.3,AgenceAuto,nancy,3
Touillon-et-Loutelet,25370,262,14.4,AgenceAuto,pontarlier,2
Sainte-Marie-de-Vatimesnil,27150,262,14.6,TransakAuto,Agence GISORS,2
Hannonville-Suzémont,54800,262,16.0,TransakAuto,Agence SAINT-DIZIER,1
Prudemanche,28270,262,16.3,TransakAuto,Agence DREUX,1
Villers-le-Sec,02240,262,17.2,TransakAuto,Agence SAINT-QUENTIN,2
Alzen,09240,262,17.5,Simplicicar,pamiers,1
Garos,64410,262,18.0,Simplicicar,pau,1
Saint-Lambert,14570,262,18.4,TransakAuto,Agence FLERS,1
Souclin,01150,262,18.5,Simplicicar,meximieux,1
Airon-Notre-Dame,62180,261,3.8,TransakAuto,Agence LE TOUQUET,1
Angoumé,40990,261,6.3,AgenceAuto,dax,2
Le Plessis-aux-Bois,77165,261,9.3,TransakAuto,Agence MEAUX,4
Valsemé,14340,261,9.3,TransakAuto,Agence DEAUVILLE,1
Sarcenas,38700,261,9.8,AgenceAuto,grenoble,3
Nampont,80120,261,10.0,TransakAuto,Agence LE TOUQUET,1
Moncy,61800,261,10.2,TransakAuto,Agence FLERS,1
Puiselet-le-Marais,91150,261,10.9,TransakAuto,Agence ETAMPES,1
Gildwiller,68210,261,12.3,AgenceAuto,mulhouse-sud,1
Ponson-Dessus,64460,261,13.0,TransakAuto,Agence TARBES,1
Courtemaux,45320,261,13.1,TransakAuto,Agence MONTARGIS,1
Nort-Leulinghem,62890,261,13.8,Simplicicar,saint-omer,1
Rouessé-Fontaine,72610,261,14.0,TransakAuto,Agence ALENCON,1
Lalonquette,64450,261,14.8,Simplicicar,pau,1
Chassagne-Montrachet,21190,261,14.9,Simplicicar,beaune,2
Doudeauville-en-Vexin,27150,261,14.9,TransakAuto,Agence GISORS,1
Portes,27190,261,15.5,TransakAuto,Agence EVREUX,2
Avesnes-en-Val,76630,261,16.2,TransakAuto,"Agence MONS, BELGIQUE",1
La Tour-du-Meix,39270,261,18.6,TransakAuto,Agence LONS LE SAUNIER,2
Caubon-Saint-Sauveur,47120,261,19.1,TransakAuto,Agence LANGON,1
La Touche,26160,260,11.2,TransakAuto,Agence MONTELIMAR,1
Saint-Germain-lès-Buxy,71390,260,11.3,TransakAuto,Agence CHALON-SUR-SAONE,2
Hamelincourt,62121,260,11.9,TransakAuto,Agence ARRAS,2
Sarniguet,65390,260,11.9,TransakAuto,Agence TARBES,1
Boisdinghem,62500,260,11.9,Simplicicar,saint-omer,1
Lamotte-Brebière,80450,260,12.0,AgenceAuto,amiens,2
Claville-Motteville,76690,260,13.3,TransakAuto,Agence ROUEN,1
Bouvelinghem,62380,260,15.8,Simplicicar,saint-omer,1
Coutençon,77154,260,16.1,TransakAuto,Agence FONTAINEBLEAU,1
Sassegnies,59145,260,16.1,TransakAuto,Agence MAUBEUGE,1
Saint-Sulpice,01340,260,17.6,TransakAuto,Agence BOURG-EN-BRESSE,2
Vallereuil,24190,260,18.8,TransakAuto,Agence PERIGUEUX,1
Cour-sur-Loire,41500,259,7.6,TransakAuto,Agence BLOIS,1
Liorac-sur-Louyre,24520,259,8.8,TransakAuto,Agence BERGERAC,1
Maruéjols-lès-Gardon,30350,259,9.8,TransakAuto,Agence ALES,1
Cardeilhac,31350,259,12.7,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
La Boissière,27220,259,15.9,Simplicicar,evreux,3
Aisonville-et-Bernoville,02110,259,18.5,TransakAuto,Agence SAINT-QUENTIN,1
Courtefontaine,39700,258,7.6,Simplicicar,besancon,3
Anneux,59400,258,8.4,TransakAuto,Agence CAMBRAI,1
Bezaumont,54380,258,10.2,TransakAuto,Agence METZ,1
Belmont,39380,258,10.3,AgenceAuto,dole,1
La Frette,71440,258,12.9,AgenceAuto,louhans,2
Durfort,81540,258,15.3,TransakAuto,Agence CASTRES,1
Rosières-en-Haye,54385,258,19.1,TransakAuto,Agence METZ,1
Saint-Léger-Triey,21270,258,19.3,Simplicicar,dijon,2
Onjon,10220,258,19.5,Simplicicar,troyes,1
Manneville-la-Pipard,14130,257,2.8,TransakAuto,Agence DEAUVILLE,1
Tourville-en-Auge,14130,257,4.0,TransakAuto,Agence DEAUVILLE,1
Urcerey,90800,257,4.2,AgenceAuto,hericourt,4
Bugny,25520,257,7.3,Simplicicar,pontarlier,2
Noyers,27720,257,8.9,TransakAuto,Agence GISORS,2
Saint-Baraing,39120,257,11.9,AgenceAuto,dole,1
Vellescot,90100,257,12.5,AgenceAuto,belfort,3
Cresseveuille,14430,257,14.7,TransakAuto,Agence DEAUVILLE,1
Estialescq,64290,257,14.7,TransakAuto,Agence PAU,1
Presnoy,45260,257,16.6,TransakAuto,Agence MONTARGIS,1
Labatmale,64530,257,16.8,TransakAuto,Agence TARBES,1
Saint-Remy-sous-Barbuise,10700,257,17.2,TransakAuto,Agence TROYES,2
Villars-les-Bois,17770,257,18.7,TransakAuto,Agence SAINTES,1
Audelange,39700,256,9.2,AgenceAuto,dole,2
Laye,05500,256,9.5,TransakAuto,Agence GAP,1
Izaourt,65370,256,9.5,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Simeyrols,24370,256,9.6,TransakAuto,Agence SARLAT,1
Rouvray,27120,256,10.0,Simplicicar,vernon,3
Sieurac,81120,256,10.7,TransakAuto,Agence ALBI,1
Villeneuve-Saint-Salves,89230,256,12.6,TransakAuto,Agence AUXERRE,1
Ébaty,21190,256,12.7,Simplicicar,beaune,3
Le Chautay,18150,256,12.7,AgenceAuto,nevers,1
Glatigny,57530,256,13.0,AgenceAuto,metz,1
Sainte-Fauste,36100,256,13.5,TransakAuto,Agence CHATEAUROUX,2
Orliac-de-Bar,19390,256,13.6,AgenceAuto,tulle,1
Nomdieu,47600,256,15.1,TransakAuto,Agence AGEN,1
Bézaudun-les-Alpes,06510,256,15.1,TransakAuto,Agence NICE OUEST,4
Ouilly-du-Houley,14590,256,16.4,TransakAuto,Agence DEAUVILLE,1
Droupt-Sainte-Marie,10170,256,16.9,TransakAuto,Agence TROYES,2
Francheville,21440,256,17.9,AgenceAuto,dijon,1
Noyelle-Vion,62810,256,18.4,Simplicicar,arras,2
Concevreux,02160,256,19.7,TransakAuto,Agence REIMS,1
Chenay,72610,255,6.6,TransakAuto,Agence ALENCON,1
Varennes,31450,255,8.0,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,2
Aiguebelette-le-Lac,73610,255,8.5,Simplicicar,aix-les-bains,2
Aussac,81600,255,9.9,TransakAuto,Agence ALBI,1
Crécy-Couvé,28500,255,10.0,TransakAuto,Agence DREUX,1
Chevigny,39290,255,10.5,AgenceAuto,dole,1
Aluze,71510,255,11.1,TransakAuto,Agence CHALON-SUR-SAONE,2
Sainte-Livrade,31530,255,11.3,AgenceAuto,toulouse-fontenilles,2
Boiry-Saint-Martin,62175,255,11.4,TransakAuto,Agence ARRAS,2
Jarsy,73630,255,12.2,TransakAuto,Agence ALBERTVILLE,1
Agnières,62690,255,15.2,Simplicicar,arras,4
Mesgrigny,10170,255,17.1,TransakAuto,Agence TROYES,2
Saint-Pierre-le-Viger,76740,255,18.4,AgenceAuto,yerville,2
Boisleux-Saint-Marc,62175,254,8.6,TransakAuto,Agence ARRAS,2
Grézieux-le-Fromental,42600,254,11.1,Simplicicar,moto-veauche,2
Vandélicourt,60490,254,11.2,TransakAuto,Agence COMPIEGNE,2
Affringues,62380,254,14.6,Simplicicar,saint-omer,1
La Sauzière-Saint-Jean,81630,254,15.9,AgenceAuto,montauban,1
Bidon,07700,254,16.2,TransakAuto,Agence BOLLENE,1
Rouville,60800,254,16.3,TransakAuto,Agence DAMMARTIN EN GOELE,1
La Ferté-Hauterive,03340,254,16.4,TransakAuto,Agence MOULINS,1
Saint-Ellier-les-Bois,61320,254,16.7,TransakAuto,Agence ALENCON,1
Anderny,54560,254,17.5,TransakAuto,Agence SAINT-DIZIER,1
Montauriol,66300,254,19.0,TransakAuto,Agence PERPIGNAN NORD SAINT ESTEVE,1
Zehnacker,67310,254,19.8,TransakAuto,Agence STRASBOURG NORD,1
Montclar-Lauragais,31290,253,5.0,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,1
Allenay,80130,253,8.2,TransakAuto,"Agence MONS, BELGIQUE",1
Basseneville,14670,253,10.7,TransakAuto,Agence CAEN,1
Loucrup,65200,253,10.9,TransakAuto,Agence TARBES,1
Bailleul,80490,253,11.8,TransakAuto,Agence ABBEVILLE,1
Faymont,70200,253,13.1,AgenceAuto,hericourt,2
Oherville,76560,253,13.3,TransakAuto,Agence YVETOT,2
Orignac,65200,253,13.9,TransakAuto,Agence TARBES,1
Lods,25930,253,13.9,Simplicicar,pontarlier,2
Rochefort,73240,253,14.2,Simplicicar,aix-les-bains,2
Longvilliers,62630,253,15.1,TransakAuto,Agence LE TOUQUET,1
Riencourt-lès-Cagnicourt,62182,253,15.6,TransakAuto,Agence ARRAS,3
Saint-Vallerin,71390,253,15.8,TransakAuto,Agence CHALON-SUR-SAONE,1
Bettrechies,59570,253,15.8,TransakAuto,Agence MAUBEUGE,2
Ventelay,51140,253,16.6,Simplicicar,reims,2
Haute-Épine,60690,253,17.1,TransakAuto,Agence BEAUVAIS,2
Hautefeuille,77515,253,17.4,AgenceAuto,gretz-armainvilliers,2
Champlive,25360,253,17.5,TransakAuto,Agence BESANCON,1
Merlieux-et-Fouquerolles,02000,253,19.3,Simplicicar,soissons,1
Montcony,71500,252,9.3,AgenceAuto,louhans,2
Treslon,51140,252,10.8,Simplicicar,reims,2
Choisy-la-Victoire,60190,252,13.0,AgenceAuto,senlis,5
Éterpigny,62156,252,13.2,TransakAuto,Agence ARRAS,3
Nousse,40380,252,16.8,TransakAuto,Agence DAX,2
Lacaugne,31390,252,16.9,TransakAuto,Agence EAUNES,1
Écuelles,71350,252,16.9,Simplicicar,beaune,1
Montlandon,28240,252,17.3,AgenceAuto,nogent-le-rotrou,1
Molandier,11420,252,17.4,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,1
Zermezeele,59670,252,17.5,Simplicicar,saint-omer,2
Saint-Front-d'Alemps,24460,252,17.5,TransakAuto,Agence PERIGUEUX,1
Virac,81640,252,18.1,TransakAuto,Agence ALBI,1
Gazaupouy,32480,252,18.2,TransakAuto,Agence AGEN,1
Loison-sur-Créquoise,62990,252,19.6,TransakAuto,Agence LE TOUQUET,1
Saint-Sève,33190,251,8.3,TransakAuto,Agence LANGON,1
Brannens,33124,251,9.5,TransakAuto,Agence LANGON,1
Roussent,62870,251,9.5,TransakAuto,Agence LE TOUQUET,1
Thélod,54330,251,13.0,TransakAuto,Agence NANCY,3
Mallièvre,85590,251,13.2,TransakAuto,Agence CHOLET,1
Sainte-Foy,40190,251,13.5,TransakAuto,Agence MONT DE MARSAN,1
Jeancourt,02490,251,13.7,AgenceAuto,saint-quentin,2
Le Val,25440,251,15.0,Simplicicar,besancon,3
Hayes,57530,251,15.7,AgenceAuto,metz,1
Saint-Léger-Dubosq,14430,251,16.8,TransakAuto,Agence DEAUVILLE,2
Bischholtz,67340,251,17.0,TransakAuto,Agence HAGUENAU,1
Boisse,24560,251,17.7,TransakAuto,Agence BERGERAC,1
Les Junies,46150,251,17.7,TransakAuto,Agence CAHORS,1
Lacassagne,65140,251,17.8,TransakAuto,Agence TARBES,1
Berrie,86120,251,19.0,TransakAuto,Agence SAUMUR,1
Val-Mont,21340,251,19.5,Simplicicar,beaune,1
Saint-Luc,27930,250,6.1,TransakAuto,Agence EVREUX,2
Abbans-Dessous,25320,250,6.8,Simplicicar,besancon,4
Les Issards,09100,250,8.2,Simplicicar,pamiers,1
Saint-Gorgon-Main,25520,250,9.3,Simplicicar,pontarlier,2
Saix,86120,250,12.9,TransakAuto,Agence SAUMUR,1
Vitreux,39350,250,14.2,Simplicicar,besancon,2
Fréchencourt,80260,250,15.0,TransakAuto,Agence AMIENS,2
Goudon,65190,250,15.3,TransakAuto,Agence TARBES,1
Messanges,21220,250,15.6,Simplicicar,beaune,1
Douilly,80400,250,16.0,AgenceAuto,saint-quentin,2
Saint-Ouen-le-Pin,14340,250,16.5,TransakAuto,Agence DEAUVILLE,1
Neuviller-sur-Moselle,54290,250,16.6,TransakAuto,Agence NANCY,3
Leval,90110,250,16.8,AgenceAuto,belfort,1
Saint-Martin-d'Oydes,09100,250,17.0,Simplicicar,pamiers,1
Montroty,76220,250,18.4,TransakAuto,Agence GISORS,1
Roumens,31540,250,19.1,TransakAuto,Agence CASTRES,1
Sasseville,76450,250,19.1,AgenceAuto,yerville,2
Botans,90400,249,1.9,AgenceAuto,belfort,4
Conne-de-Labarde,24560,249,7.9,TransakAuto,Agence BERGERAC,1
Layrisse,65380,249,8.5,TransakAuto,Agence TARBES,1
Chouzelot,25440,249,8.8,Simplicicar,caen,4
Bray-lès-Mareuil,80580,249,8.9,TransakAuto,Agence ABBEVILLE,1
Romain,39350,249,8.9,Simplicicar,besancon,3
Frais,90150,249,10.0,AgenceAuto,belfort,2
La Chapelle-Rambaud,74800,249,10.7,Simplicicar,genevois,3
Fieulaine,02110,249,12.5,TransakAuto,Agence SAINT-QUENTIN,2
Rosey,70000,249,13.1,AgenceAuto,vesoul,1
Chavannaz,74270,249,13.6,TransakAuto,Agence ANNECY,3
Longpont,02600,249,13.6,Simplicicar,soissons,1
Castelvieilh,65350,249,14.1,TransakAuto,Agence TARBES,1
Chapelon,45270,249,14.8,TransakAuto,Agence MONTARGIS,1
Pamplie,79220,249,16.4,TransakAuto,"Agence NAMUR, BELGIQUE",1
Montagnac,30350,249,17.2,TransakAuto,Agence ALES,1
Gesnes,53150,249,19.0,TransakAuto,Agence LAVAL,1
Boutx,31160,249,20.0,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Coatascorn,22140,248,5.6,TransakAuto,Agence BEGARD,2
Juif,71440,248,7.2,AgenceAuto,louhans,1
Celles-sur-Aisne,02370,248,9.6,Simplicicar,soissons,1
Savigny-sur-Ardres,51170,248,13.3,Simplicicar,reims,2
Ladern-sur-Lauquet,11250,248,13.4,Simplicicar,carcassonne,2
Parey-Saint-Césaire,54330,248,13.6,TransakAuto,Agence NANCY,3
Arcizac-ez-Angles,65100,248,13.6,TransakAuto,Agence TARBES,1
Crevans-et-la-Chapelle-lès-Granges,70400,248,13.7,AgenceAuto,hericourt,3
Gerbécourt-et-Haplemont,54740,248,15.1,TransakAuto,Agence NANCY,3
Lécussan,31580,248,17.1,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Saint-Loup,39120,248,17.2,AgenceAuto,dole,1
Oursel-Maison,60480,248,18.5,TransakAuto,Agence BEAUVAIS,1
Vennans,25640,248,18.9,TransakAuto,Agence BESANCON,1
Saint-Denis-Combarnazat,63310,248,19.5,Simplicicar,vichy,1
Carbes,81570,247,8.0,TransakAuto,Agence CASTRES,1
Louzouer,45210,247,8.0,TransakAuto,Agence MONTARGIS,1
Irancy,89290,247,8.3,TransakAuto,Agence AUXERRE,1
Courchapon,25170,247,10.0,Simplicicar,besancon,3
Auriac,64450,247,10.8,Simplicicar,pau,2
Montels,34310,247,11.5,TransakAuto,Agence BEZIERS,3
Palleau,71350,247,13.6,Simplicicar,beaune,1
Montflours,53240,247,13.7,TransakAuto,Agence LAVAL,1
Chelers,62127,247,14.0,TransakAuto,Agence BETHUNE,1
Sermange,39700,247,14.3,Simplicicar,besancon,3
Cailhau,11240,247,16.2,TransakAuto,Agence CARCASSONNE,2
Genevrey,70240,247,16.4,AgenceAuto,vesoul,1
Villecomte,21120,247,16.8,AgenceAuto,dijon,2
Courtefontaine,25470,247,17.2,TransakAuto,Agence MONTBELIARD,1
Villembray,60650,247,17.4,TransakAuto,Agence BEAUVAIS,2
Sermesse,71350,247,17.8,AgenceAuto,chalon-sur-saone,1
Montceaux-lès-Vaudes,10260,247,19.0,AgenceAuto,troyes,1
Noroy,60130,247,19.7,TransakAuto,Agence COMPIEGNE,1
Bonnay,80800,247,19.8,TransakAuto,Agence AMIENS,1
Castres,02680,246,4.1,AgenceAuto,saint-quentin,2
Andelarrot,70000,246,7.2,AgenceAuto,vesoul,1
Chantemerle-lès-Grignan,26230,246,8.8,TransakAuto,Agence BOLLENE,2
Lasclaveries,64450,246,10.6,Simplicicar,pau,2
Évrange,57570,246,11.2,TransakAuto,Agence THIONVILLE,2
Cricquebœuf,14113,246,12.9,TransakAuto,Agence DEAUVILLE,2
Fultot,76560,246,12.9,AgenceAuto,yerville,2
Cromary,70190,246,13.4,TransakAuto,Agence BESANCON,2
Guérin,47250,246,15.5,TransakAuto,Agence LANGON,1
Paulin,24590,246,16.4,TransakAuto,Agence SARLAT,1
La Chapelle-Souëf,61130,246,16.5,AgenceAuto,nogent-le-rotrou,1
Westrehem,62960,246,17.8,TransakAuto,Agence BETHUNE,1
Réjaumont,32390,246,18.1,TransakAuto,Agence AUCH,1
Voissant,38620,246,19.4,Simplicicar,aix-les-bains,1
Saint-Martin-de-Vaulserre,38480,246,19.9,Simplicicar,aix-les-bains,1
Saint-Pair,14670,245,7.6,TransakAuto,Agence CAEN,1
Saux-et-Pomarède,31800,245,7.9,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Runan,22260,245,8.5,TransakAuto,Agence BEGARD,2
Billey,21130,245,8.7,AgenceAuto,dole,1
Mailly-sur-Seille,54610,245,10.2,TransakAuto,Agence METZ,1
Cliponville,76640,245,10.6,TransakAuto,Agence YVETOT,2
Parcy-et-Tigny,02210,245,11.4,Simplicicar,soissons,1
Daubeuf-la-Campagne,27110,245,13.6,TransakAuto,Agence ELBEUF,1
Lubine,88490,245,14.7,AgenceAuto,saint-die-des-vosges,1
Bouilland,21420,245,14.8,Simplicicar,beaune,1
La Ferrière-Béchet,61500,245,15.7,TransakAuto,Agence ALENCON,1
Courtacon,77560,245,16.0,TransakAuto,Agence PROVINS,1
Le Bouchet-Mont-Charvin,74230,245,16.2,TransakAuto,Agence ALBERTVILLE,1
Bornambusc,76110,245,16.5,TransakAuto,Agence LE HAVRE,1
Suze,26400,245,18.2,TransakAuto,Agence VALENCE,1
Arpenans,70200,245,18.2,AgenceAuto,vesoul,1
Voise,28700,245,18.6,TransakAuto,Agence CHARTRES,1
Plessis-de-Roye,60310,245,18.8,TransakAuto,Agence COMPIEGNE,2
Buc,90800,244,4.1,AgenceAuto,hericourt,4
Saint-Euphraise-et-Clairizet,51390,244,7.8,Simplicicar,reims,2
Verthemex,73170,244,8.3,Simplicicar,aix-les-bains,2
Les Esseintes,33190,244,8.7,TransakAuto,Agence LANGON,1
Fénols,81600,244,9.3,TransakAuto,Agence ALBI,1
Seysses-Savès,32130,244,11.5,AgenceAuto,toulouse-fontenilles,1
Sainte-Opportune,61100,244,12.3,TransakAuto,Agence FLERS,1
Guyencourt,02160,244,14.9,TransakAuto,Agence REIMS,2
Estrébœuf,80230,244,15.3,TransakAuto,Agence ABBEVILLE,1
Mollans,70240,244,16.6,AgenceAuto,vesoul,1
Grun-Bordas,24380,244,16.7,TransakAuto,Agence PERIGUEUX,1
Vernoy,89150,244,17.2,TransakAuto,Agence SENS,1
Mercy,03340,244,17.8,TransakAuto,Agence MOULINS,1
Pommier,62111,244,19.1,TransakAuto,Agence ARRAS,2
Widehem,62630,244,19.4,TransakAuto,Agence LE TOUQUET,1
Saint-Mars-Vieux-Maisons,77320,244,19.8,TransakAuto,Agence PROVINS,1
Yonval,80132,243,5.7,TransakAuto,Agence ABBEVILLE,1
Clamecy,02880,243,6.4,Simplicicar,soissons,1
Condamine,39570,243,8.3,AgenceAuto,lons-le-saunier,3
Denipaire,88210,243,8.4,AgenceAuto,saint-die-des-vosges,1
Boinvilliers,78200,243,9.1,TransakAuto,Agence MANTES-LA-JOLIE,2
Saint-Laurent-des-Bois,27220,243,10.5,TransakAuto,Agence DREUX,1
Saint-Bertrand-de-Comminges,31510,243,11.9,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Monze,11800,243,13.6,Simplicicar,carcassonne,2
Sainte-Marie-du-Mont,38660,243,14.7,AgenceAuto,grenoble,2
Lespinoy,62990,243,14.9,TransakAuto,Agence LE TOUQUET,1
Viévigne,21310,243,15.6,Simplicicar,dijon,3
Soupex,11320,243,15.7,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,1
Villers-lès-Cagnicourt,62182,243,16.4,TransakAuto,Agence ARRAS,4
Vicq-d'Auribat,40380,243,16.6,TransakAuto,Agence DAX,2
Cressia,39270,243,16.7,AgenceAuto,lons-le-saunier,2
Bouy-Luxembourg,10220,243,16.9,Simplicicar,troyes,3
Charlas,31350,243,17.2,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Aignes,31550,242,12.0,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,2
Millebosc,76260,242,12.2,TransakAuto,"Agence MONS, BELGIQUE",1
Le Boullay-les-Deux-Églises,28170,242,14.0,TransakAuto,Agence DREUX,1
Villiers-en-Bière,77190,242,14.0,TransakAuto,Agence LIEUSAINT,1
Noyelles-en-Chaussée,80150,242,14.1,TransakAuto,Agence ABBEVILLE,1
Saléchan,65370,242,14.9,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Saint-Urcisse,47270,242,15.2,TransakAuto,Agence AGEN,1
Vivans,42310,242,15.7,TransakAuto,Agence ROANNE,1
Palante,70200,242,16.8,AgenceAuto,hericourt,1
Saint-Amand-de-Vergt,24380,242,19.0,TransakAuto,Agence BERGERAC,1
Sainte-Foy-de-Longas,24510,242,19.0,TransakAuto,Agence BERGERAC,1
Montouliers,34310,242,19.2,Simplicicar,narbonne,1
Ormesson,77167,242,19.9,TransakAuto,Agence FONTAINEBLEAU,1
Lélex,01410,241,9.4,TransakAuto,Agence GEX,2
Gaujac,47200,241,13.0,TransakAuto,Agence LANGON,1
La Vicogne,80260,241,14.7,TransakAuto,Agence AMIENS,1
Tart-le-Bas,21110,241,15.6,TransakAuto,Agence DIJON,2
La Vendue-Mignot,10800,241,17.2,AgenceAuto,troyes,1
Marcieux,73470,240,8.3,Simplicicar,aix-les-bains,2
Vésigneul-sur-Marne,51240,240,8.8,AgenceAuto,chalons-en-champagne,1
Wattignies-la-Victoire,59680,240,9.6,TransakAuto,Agence MAUBEUGE,1
Saint-Mézard,32700,240,10.5,TransakAuto,Agence AGEN,1
Abbéville-lès-Conflans,54800,240,10.9,TransakAuto,Agence SAINT-DIZIER,1
Saint-Germain-d'Étables,76590,240,11.3,TransakAuto,Agence DIEPPE,1
Carneville,50330,240,11.6,TransakAuto,Agence CHERBOURG-EN-COTENTIN,1
Moiré,69620,240,11.9,TransakAuto,Agence VILLEFRANCHE SUR SAONE,3
Riupeyrous,64160,240,12.8,Simplicicar,pau,2
Autrey-lès-Cerre,70110,240,13.3,AgenceAuto,vesoul,1
Tronchy,71440,240,13.6,AgenceAuto,chalon-sur-saone,2
Neuilly-en-Vexin,95640,240,13.9,AgenceAuto,cergy-pontoise,4
Buethwiller,68210,240,13.9,AgenceAuto,mulhouse-sud,1
Bernay-en-Ponthieu,80120,240,15.9,TransakAuto,Agence ABBEVILLE,2
Birac,33430,240,15.9,TransakAuto,Agence LANGON,1
Saumont,47600,240,16.3,TransakAuto,Agence AGEN,1
Citerne,80490,240,16.9,TransakAuto,Agence ABBEVILLE,1
Moimay,70110,240,18.5,AgenceAuto,vesoul,1
Méhoncourt,54360,240,19.5,TransakAuto,Agence NANCY,1
Ossen,65100,240,19.6,TransakAuto,Agence TARBES,1
Rozières-sur-Crise,02200,239,5.3,Simplicicar,soissons,1
Issans,25550,239,6.8,AgenceAuto,hericourt,4
Montreuil-sur-Thérain,60134,239,7.2,Simplicicar,beauvais,2
La Chapelle-Saint-Sulpice,77160,239,8.8,TransakAuto,Agence PROVINS,1
Bissezeele,59380,239,9.5,TransakAuto,Agence DUNKERQUE,3
Caragoudes,31460,239,10.3,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,2
Frévillers,62127,239,10.9,TransakAuto,Agence BETHUNE,1
Pers-en-Gâtinais,45210,239,16.0,TransakAuto,Agence MONTARGIS,1
Chessenaz,74270,239,17.3,TransakAuto,Agence ANNECY,1
Ozon,65190,239,17.7,TransakAuto,Agence TARBES,1
Murs-et-Gélignieux,01300,239,18.5,Simplicicar,aix-les-bains,2
Nouvion-le-Comte,02800,239,19.0,TransakAuto,Agence SAINT-QUENTIN,2
Armaucourt,54760,239,19.6,TransakAuto,Agence METZ,1
Le Pin,39210,238,3.6,TransakAuto,Agence LONS LE SAUNIER,2
Arvigna,09100,238,7.2,Simplicicar,pamiers,1
Lagardiolle,81110,238,7.9,TransakAuto,Agence CASTRES,1
Forfry,77165,238,8.9,TransakAuto,Agence DAMMARTIN EN GOELE,2
Maupertus-sur-Mer,50330,238,9.2,TransakAuto,Agence CHERBOURG-EN-COTENTIN,1
Hodenc-l'Évêque,60430,238,9.3,Simplicicar,beauvais,2
Chaudun,02200,238,9.8,Simplicicar,soissons,1
Launstroff,57480,238,10.4,TransakAuto,"Agence BRUXELLES, BELGIQUE",1
Cerre-lès-Noroy,70000,238,11.8,AgenceAuto,vesoul,1
